name,date time,longitude,latitude
3,2016-03-18 14:20:06,105.8486621,21.0031025
3,2016-03-18 14:21:22,105.8486621,21.0031025
3,2016-03-18 14:22:23,105.8486621,21.0031025
3,2016-03-18 14:24:09,105.8486621,21.0031025
3,2016-03-18 14:26:10,105.8486621,21.0031025
3,2016-03-18 14:27:38,105.8486621,21.0031025
3,2016-03-18 14:29:06,105.8486621,21.0031025
3,2016-03-18 14:30:00,105.8486621,21.0031025
3,2016-03-18 14:31:53,105.8486621,21.0031025
3,2016-03-18 14:33:19,105.8486621,21.0031025
3,2016-03-18 14:34:37,105.8486621,21.0031025
3,2016-03-18 14:35:52,105.8486621,21.0031025
3,2016-03-18 14:37:20,105.8486621,21.0031025
3,2016-03-18 14:39:09,105.8486621,21.0031025
3,2016-03-18 14:40:29,105.8486621,21.0031025
3,2016-03-18 14:41:30,105.8486621,21.0031025
3,2016-03-18 14:42:31,105.8486621,21.0031025
3,2016-03-18 14:43:31,105.8486621,21.0031025
3,2016-03-18 14:44:31,105.8486621,21.0031025
3,2016-03-18 14:45:33,105.8486621,21.0031025
3,2016-03-18 14:46:33,105.8486621,21.0031025
