name,date time,longitude,latitude
14,2016-03-22 16:49:08,105.8479281,21.0086049
14,2016-03-22 16:49:08,105.8479281,21.0086049
14,2016-03-22 16:51:03,105.8479281,21.0086049
14,2016-03-22 16:52:56,105.8479281,21.0086049
14,2016-03-22 16:54:23,105.8479281,21.0086049
14,2016-03-22 16:55:54,105.8479281,21.0086049
14,2016-03-22 16:56:22,105.8479281,21.0086049
14,2016-03-22 16:57:22,105.8479281,21.0086049
14,2016-03-22 16:59:01,105.8479281,21.0086049
14,2016-03-22 17:00:10,105.8479281,21.0086049
14,2016-03-22 17:01:43,105.8479281,21.0086049
14,2016-03-22 17:02:44,105.8479281,21.0086049
