name,date time,longitude,latitude
8,2016-03-19 19:16:39,105.850497,21.025021
8,2016-03-19 19:17:55,105.850497,21.025021
8,2016-03-19 19:19:02,105.850497,21.025021
8,2016-03-19 19:20:17,105.850497,21.025021
8,2016-03-19 19:21:13,105.850497,21.025021
8,2016-03-19 19:22:40,105.850497,21.025021
8,2016-03-19 19:23:57,105.850497,21.025021
8,2016-03-19 19:25:05,105.850497,21.025021
8,2016-03-19 19:26:22,105.850497,21.025021
8,2016-03-19 19:27:19,105.850497,21.025021
8,2016-03-19 19:28:34,105.850497,21.025021
8,2016-03-19 19:29:40,105.850497,21.025021
8,2016-03-19 19:31:28,105.850497,21.025021
8,2016-03-19 19:32:57,105.850497,21.025021
8,2016-03-19 19:34:02,105.850497,21.025021
8,2016-03-19 19:35:07,105.850497,21.025021
8,2016-03-19 19:36:15,105.850497,21.025021
8,2016-03-19 19:37:40,105.850497,21.025021
